ticket_id,text,label,channel,priority,created_at
T0782,在使用相关服务时，我注意到以下问题：网络坏了多天，维修人员始终未出现。,投诉建议,phone,medium,2026-05-31
T0783,请帮我核实，报修后只收到短信，没有人解决问题，请告知后续处理时限。,投诉建议,app,high,2026-05-12
T0784,需要开具本月通信费用发票，类似记录已经出现不止一次。,费用问题,web,low,2026-06-06
T0785,请帮忙处理一下，账单页面层级太深，很难找到明细。,投诉建议,phone,medium,2026-02-26
T0786,之前处理后短暂恢复，但现在又出现同样的问题：Wi-Fi 一会儿能用一会儿不能用。,网络故障,app,high,2026-01-02
T0787,我在出差住的酒店经常遇到这种情况：在地下室移动网络一直不可用。,信号问题,phone,medium,2026-01-22
T0788,我想确认一下，路由器重启后状态正常，网络仍未恢复。,网络故障,app,medium,2026-04-28
T0789,请确认以下服务问题产生的原因：客服部门之间互相推来推去。,投诉建议,web,high,2026-03-22
T0790,号码被开通了不清楚的付费业务，麻烦说明原因和处理方式。,费用问题,web,high,2026-07-11
T0791,最近连续出现这种情况：支付记录显示成功，账户余额没有变化。,费用问题,app,medium,2026-05-23
T0792,从周末开始开始就出现以下情况：手机显示已连接 Wi-Fi 但上不了网。,网络故障,web,high,2026-06-20
T0793,有个问题想反馈，光猫和路由器看起来正常，还是上不了网，大概多久能修复？,网络故障,store,high,2026-07-04
T0794,在 App 里没有找到相关入口，我的需求是：需要取消自动续订的套餐。,套餐业务,store,low,2026-02-19
T0795,昨晚我再次反馈以下问题或建议：系统显示投诉已完成，但我没有收到任何解释。,投诉建议,app,high,2026-05-15
T0796,周末开始又出现这种情况：维修预约变更时间没有告知我。我需要正式反馈。,投诉建议,phone,low,2026-07-13
T0797,刚刚发现网络能用但云盘始终上传失败，之前使用一直正常。,网络故障,web,medium,2026-01-31
T0798,设备没有报警但宽带不能使用，一天内已经出现好几次。,网络故障,phone,high,2026-06-07
T0799,办理简单业务等了一个多小时，请给出合理解释和改进措施。,投诉建议,phone,low,2026-01-27
T0800,通话过程中经常突然中断，把手机卡放到另一台设备上测试也差不多。,信号问题,app,high,2026-06-17
T0801,之前联系过客服，但以下问题还没有解决：需要开具本月通信费用发票。,费用问题,phone,low,2026-04-21
T0802,晚间高峰期网页很难打开，重启路由器后还是没有改善。,网络故障,app,high,2026-01-09
T0803,宽带速度突然变得特别慢，一天内已经出现好几次。,网络故障,app,medium,2026-07-11
T0804,我在出差住的酒店经常遇到这种情况：双卡手机里只有这张卡没有信号。,信号问题,web,medium,2026-04-08
T0805,附近没有营业厅，办理业务很不方便，已经影响正常办理和使用。,投诉建议,app,low,2026-05-12
T0806,这几天我再次反馈以下问题或建议：客服推荐业务时隐瞒了额外费用。,投诉建议,web,medium,2026-06-17
T0807,刚刚发现地下通道里短信也收不到，换到室外后才稍微好一些。,信号问题,web,medium,2026-01-27
T0808,我目前使用的是原来的月套餐，现在有以下需求：套餐变更记录存在，但实际权益没变化。,套餐业务,web,medium,2026-02-17
T0809,在 App 的账单页面看到号码停机期间仍然收取了月租。,费用问题,app,medium,2026-01-21
T0810,报修后只收到短信，没有人解决问题，希望尽快安排专人处理。,投诉建议,store,high,2026-06-12
T0811,想增加套餐内的国内流量，会不会影响现有优惠？,套餐业务,phone,medium,2026-04-23
T0812,想重新分配套餐里的流量和通话额度，请问应该在哪里办理或查询？,套餐业务,web,medium,2026-02-23
T0813,这个月的话费比平时高了很多，希望提供完整明细和处理结果。,费用问题,phone,medium,2026-06-18
T0814,刚补交欠费，宽带仍然不能使用，已经耽误正常安排。,网络故障,app,medium,2026-02-26
T0815,从前天晚上开始就出现以下情况：一到夜里宽带就频繁掉线。,网络故障,app,high,2026-06-25
T0816,想问一下，到郊区后手机长期处于无服务状态，希望优化这一带的信号覆盖。,信号问题,phone,high,2026-01-25
T0817,请帮忙处理一下，宽带报修好几天了还没人联系。,投诉建议,app,high,2026-02-14
T0818,这个套餐以后不需要了，想办理退订，我不确定当前号码是否符合办理资格。,套餐业务,web,medium,2026-06-24
T0819,希望在大学城增加自助服务设备，相关工单已经提交不止一次。,投诉建议,web,low,2026-04-12
T0820,从周末开始开始就出现以下情况：最近短信功能时好时坏。,信号问题,app,medium,2026-02-10
T0821,麻烦尽快查一下，新手机连接 Wi-Fi 后无法访问网络。,网络故障,phone,low,2026-02-24
T0822,之前提交的投诉一直没有回复，已经影响正常办理和使用。,投诉建议,web,high,2026-01-04
T0823,请帮我核实，大部分应用正常，网课平台一直打不开。,网络故障,app,medium,2026-05-23
T0824,换机前信号正常，换机后经常掉线，一天内已经影响了多次通话或上网。,信号问题,store,high,2026-03-30
T0825,关于这个号码，我有以下需求：需要一个适合经常看视频的套餐。需要准备什么材料？,套餐业务,phone,medium,2026-06-10
T0826,双卡手机里只有这张卡没有信号，家里几个人都没法正常使用。,信号问题,phone,high,2026-05-27
T0827,从昨天开始在地铁站附近发现下班时间移动网络几乎用不了。,信号问题,web,high,2026-04-12
T0828,这个号码存在以下费用问题：长期没有使用的号码还在持续扣款。,费用问题,phone,high,2026-03-16
T0829,有个问题想反馈，现场没有工作人员引导办理业务，请告知后续处理时限。,投诉建议,store,low,2026-04-23
T0830,请确认以下费用或账务问题的原因：宣传页面写的价格比账单金额低。,费用问题,phone,medium,2026-05-10
T0831,周末开始我再次反馈以下问题或建议：上门维修人员态度很不耐烦。,投诉建议,app,high,2026-06-19
T0832,想办理学生优惠流量套餐，办理后原有权益会怎么变化？,套餐业务,web,low,2026-01-21
T0833,修改套餐后仍按以前的标准计费，线上和营业厅都可以办理吗？,套餐业务,web,high,2026-04-03
T0834,想在本月结束前处理以下需求：套餐变更记录存在，但实际权益没变化。,套餐业务,app,medium,2026-01-04
T0835,有个问题想反馈，已经申请取消但下个月仍然续费，请告知后续处理时限。,投诉建议,app,medium,2026-02-21
T0836,我在商场里遇到这个问题：宽带移机完成后一直认证失败。,网络故障,phone,high,2026-06-28
T0837,请确认以下需求需要满足哪些条件：有没有适合老人使用的基础套餐。,套餐业务,phone,medium,2026-04-08
T0838,套餐变更记录存在，但实际权益没变化，会不会影响现有优惠？,套餐业务,app,medium,2026-01-27
T0839,最近多次出现以下问题：之前提交的投诉一直没有回复。,投诉建议,phone,high,2026-03-26
T0840,在 App 里没有找到相关入口，我的需求是：套餐变更成功后内容仍显示旧版本。,套餐业务,app,medium,2026-01-22
T0841,我目前使用的是原来的月套餐，现在有以下需求：想保留号码但降低每个月的支出。,套餐业务,web,medium,2026-02-04
T0842,刚查话费时发现平时消费差不多，这个月却扣得特别多，之前没有注意到。,费用问题,app,medium,2026-04-02
T0843,同一位置电话正常但短信一直失败，一天内已经影响了多次通话或上网。,信号问题,web,medium,2026-05-06
T0844,需要办理一个更大流量的月套餐，请说明办理条件和相关限制。,套餐业务,phone,low,2026-07-16
T0845,我想确认一下，明明是满格信号，视频通话还是很卡，希望优化这一带的信号覆盖。,信号问题,phone,high,2026-04-05
T0846,充值时银行卡出现了重复扣款，请帮我核对相关账单或支付记录。,费用问题,phone,medium,2026-03-11
T0847,在乘坐地铁时，地下停车场里无法拨打电话。,信号问题,app,high,2026-05-27
T0848,请确认以下费用或账务问题的原因：没有消费记录但可用余额变少。,费用问题,phone,high,2026-03-12
T0849,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：申请升级后流量额度没有增加。,套餐业务,phone,high,2026-07-04
T0850,不需要这么多流量，想改成基础套餐，是否需要支付额外费用？,套餐业务,app,medium,2026-06-01
T0851,准备出国，想开通国际漫游，线上和营业厅都可以办理吗？,套餐业务,phone,low,2026-01-24
T0852,刚交的话费到现在还没到账，麻烦说明原因和处理方式。,费用问题,web,high,2026-01-24
T0853,刚超了一点流量就被扣了很多钱，希望提供完整明细和处理结果。,费用问题,phone,medium,2026-03-24
T0854,想了解夜间流量包的使用时间，请告知办理步骤和注意事项。,套餐业务,phone,low,2026-04-06
T0855,使用备用手机时出现以下信号问题：最近 5G 覆盖明显变差。,信号问题,phone,medium,2026-03-17
T0856,请帮我核实，想换成月费更低的套餐，请给出明确的办理建议或处理结果。,套餐业务,phone,low,2026-06-02
T0857,之前处理后短暂恢复，但现在又出现同样的问题：普通上网正常，游戏却总是断线。,网络故障,app,low,2026-03-05
T0858,最近反复出现这种情况：账单显示已支付，宽带仍提示欠费。,网络故障,web,high,2026-03-23
T0859,余额每天都会减少一点，不知道扣在哪里，如果记录有误，请及时更正或退款。,费用问题,app,medium,2026-03-24
T0860,之前得到过处理承诺，但以下问题仍未解决：营业厅等候区信息提示不清楚。,投诉建议,app,low,2026-05-05
T0861,境外使用手机后被收了很多流量费，请帮我核实系统记录是否正确。,费用问题,web,high,2026-06-21
T0862,我想确认一下，营业员没有说明清楚就给我办了业务，不希望问题被简单关闭。,投诉建议,app,medium,2026-03-29
T0863,小区门口经常没有移动网络，重启手机并开关飞行模式后仍然没有改善。,信号问题,app,medium,2026-05-10
T0864,套餐没变但月费明显上涨，如果记录有误，请及时更正或退款。,费用问题,app,high,2026-02-14
T0865,有个问题想反馈，手机显示 5G 但实际无法上网，是否需要重新设置网络？,信号问题,phone,high,2026-02-03
T0866,我核对近期消费记录时发现需要查询某一天产生的具体费用。,费用问题,store,medium,2026-02-24
T0867,现场窗口很多但开放的柜台很少，我已经沟通过几次但仍未解决。,投诉建议,web,medium,2026-04-06
T0868,想在本月结束前处理以下需求：希望更换为流量少但通话多的组合。,套餐业务,web,medium,2026-03-07
T0869,从刚才开始，这个问题一直没有明确结果：处理人员只发了一条短信就结束工单。,投诉建议,store,high,2026-02-15
T0870,在使用相关服务时，我注意到以下问题：建议在学校附近增加一个营业网点。,投诉建议,app,low,2026-01-23
T0871,需要出差几天，想增加短期流量，请帮我确认当前状态或可选方案。,套餐业务,phone,medium,2026-07-03
T0872,使用电视盒子连接网络时出现以下情况：家里的网络突然全部中断。,网络故障,web,medium,2026-01-12
T0873,有个问题想反馈，线上没有找到取消服务的入口。,投诉建议,phone,high,2026-07-13
T0874,请帮我核实，验证码短信经常很久才收到。,信号问题,app,high,2026-03-23
T0875,在使用移动数据时，只有其中一个号码无法正常拨打电话。,信号问题,web,high,2026-04-16
T0876,从今天下午开始就出现以下情况：电脑和手机都显示没有网络连接。,网络故障,app,high,2026-03-13
T0877,新开通的宽带账号无法联网，一天内已经出现好几次。,网络故障,phone,medium,2026-03-27
T0878,充值订单完成了，账户还是原来的余额，请帮我核实系统记录是否正确。,费用问题,web,medium,2026-04-26
T0879,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：想增加套餐内的国内流量。,套餐业务,store,medium,2026-05-08
T0880,麻烦帮我看看，国际漫游开通后一直没有生效，请给出明确的办理建议或处理结果。,套餐业务,phone,low,2026-02-11
T0881,这几天在小区里发现同一栋楼里信号一直很弱。,信号问题,phone,high,2026-06-06
T0882,在使用相关服务时，我注意到以下问题：办理业务后没有提供完整的确认信息。,投诉建议,web,low,2026-01-27
T0883,从从昨天开始开始就出现以下情况：光信号灯正常但所有设备都断网。,网络故障,app,high,2026-01-10
T0884,营业厅等候区信息提示不清楚，请记录处理过程并反馈最终结果。,投诉建议,app,low,2026-01-12
T0885,之前联系过客服，但以下问题还没有解决：没有确认过订阅却连续产生费用。,费用问题,app,medium,2026-04-27
T0886,商场周末人多时移动数据基本瘫痪，重启手机并开关飞行模式后仍然没有改善。,信号问题,store,medium,2026-02-21
T0887,想了解适合学生使用的低价套餐，线上和营业厅都可以办理吗？,套餐业务,phone,medium,2026-05-24
T0888,从昨天开始查看账户时发现线上缴费完成后号码仍然欠费。,费用问题,phone,medium,2026-06-09
T0889,新手机连接 Wi-Fi 后无法访问网络，我不确定是线路、路由器还是账号的问题。,网络故障,web,medium,2026-03-04
T0890,希望把当前套餐调整到低价档位，办理后原有权益会怎么变化？,套餐业务,app,medium,2026-06-22
T0891,前天晚上我已经完成充值但网络没有恢复，希望尽快给出解决方案。,网络故障,web,medium,2026-07-03
T0892,最近使用需求发生了变化，因此想办理一个当天有效的流量加油包。,套餐业务,web,medium,2026-07-23
T0893,到郊区后手机长期处于无服务状态，一天内已经影响了多次通话或上网。,信号问题,app,high,2026-03-25
T0894,维修人员迟到后也没有解释，目前没有人明确负责处理。,投诉建议,web,high,2026-04-18
T0895,银行验证码一直无法接收，请提供具体排查方法或处理进度。,信号问题,app,medium,2026-05-22
T0896,更换卡槽后通话信号明显下降，请提供具体排查方法或处理进度。,信号问题,app,medium,2026-05-20
T0897,我通过手机 App反馈以下问题或建议：打了几次电话都没有人能给出答复。,投诉建议,phone,medium,2026-06-25
T0898,我在出差住的酒店经常遇到这种情况：在家里需要走到窗边才能接电话。,信号问题,app,high,2026-01-18
T0899,之前联系过客服，但以下问题还没有解决：停机状态下增值业务还在扣钱。,费用问题,app,high,2026-02-04
T0900,账单只显示总额，没有具体项目，如果记录有误，请及时更正或退款。,费用问题,app,low,2026-05-11
T0901,使用路由器时出现以下信号问题：活动现场手机一直显示网络拥堵。,信号问题,web,high,2026-01-04
T0902,刚刚再次遇到客服说会安排师傅，但一直没人处理，之前也发生过类似情况。,投诉建议,phone,high,2026-01-08
T0903,请确认以下服务问题产生的原因：投诉过去一周仍然查不到进展。,投诉建议,app,high,2026-01-24
T0904,想咨询一下，客服只会让我继续等待，没有实际处理。,投诉建议,app,medium,2026-03-17
T0905,请确认以下费用或账务问题的原因：账单中多出一笔陌生的代收费。,费用问题,app,medium,2026-06-15
T0906,想减少每月固定套餐费用，请告知办理步骤和注意事项。,套餐业务,phone,medium,2026-01-05
T0907,准备出国，想开通国际漫游，想了解具体资费和生效时间。,套餐业务,web,low,2026-05-09
T0908,请帮我确认以下信号问题的原因：家附近几条街的网络都不稳定。,信号问题,phone,medium,2026-04-12
T0909,打开网页要等很久，重启路由器后还是没有改善。,网络故障,phone,high,2026-01-16
T0910,办理时说可以随时取消，实际却不允许，请给出合理解释和改进措施。,投诉建议,phone,high,2026-07-03
T0911,刚查余额发现比昨天少了一笔，希望提供完整明细和处理结果。,费用问题,phone,medium,2026-06-23
T0912,想换成月费更低的套餐，会不会影响现有优惠？,套餐业务,app,medium,2026-01-12
T0913,请确认以下需求需要满足哪些条件：需要一个通话时间更多的套餐。,套餐业务,web,medium,2026-02-05
T0914,想问一下，想取消现在使用的套餐。,套餐业务,app,medium,2026-06-30
T0915,最近 5G 覆盖明显变差，重启手机并开关飞行模式后仍然没有改善。,信号问题,web,medium,2026-03-22
T0916,请帮我确认以下信号问题的原因：移动网络满格，测速结果却很低。,信号问题,app,high,2026-03-25
T0917,中午休息时间网络速度明显下降，一天内已经影响了多次通话或上网。,信号问题,web,high,2026-01-13
T0918,麻烦帮我看看，所有设备都无法访问网络。,网络故障,phone,high,2026-06-01
T0919,关于“维修人员拒绝说明具体故障原因”的问题，请帮我登记投诉或建议。,投诉建议,web,high,2026-04-02
T0920,想在本月结束前处理以下需求：出发前需要办理境外流量套餐。,套餐业务,web,low,2026-06-27
T0921,同一栋楼里信号一直很弱，我不确定是手机卡、设备还是基站的问题。,信号问题,app,medium,2026-06-02
T0922,手机能联网但电脑连不上，一天内已经出现好几次。,网络故障,phone,medium,2026-05-10
T0923,从最近一周开始，这个问题一直没有明确结果：登录后经常要求重复验证身份。,投诉建议,web,low,2026-02-02
T0924,之前得到过处理承诺，但以下问题仍未解决：账单页面层级太深，很难找到明细。,投诉建议,phone,low,2026-04-29
T0925,线路指示灯没有异常，网页却打不开，同一网络之前一直可以正常使用。,网络故障,phone,medium,2026-04-30
T0926,昨晚只有一台电脑始终连不上家里的宽带，能不能帮我恢复正常。,网络故障,app,low,2026-04-29
T0927,麻烦帮我看看，短信发送成功但对方收不到，是否需要重新设置网络？,信号问题,phone,medium,2026-06-19
T0928,需要查询当前套餐还能办几张副卡，办理后原有权益会怎么变化？,套餐业务,phone,medium,2026-05-23
T0929,出发前需要办理境外流量套餐，这项操作通常什么时候生效？,套餐业务,phone,low,2026-02-19
T0930,宽带报修好几天了还没人联系，已经影响正常办理和使用。,投诉建议,app,high,2026-03-05
T0931,之前得到过处理承诺，但以下问题仍未解决：被告知免费体验，后来却开始扣费。,投诉建议,web,medium,2026-02-05
T0932,Wi-Fi 一会儿能用一会儿不能用，请提供具体原因和排查办法。,网络故障,store,medium,2026-01-18
T0933,请帮我确认以下信号问题的原因：小区室内通话经常没有信号。,信号问题,phone,high,2026-06-07
T0934,最近总是出现这种情况：商场地下层没有手机信号。,信号问题,phone,high,2026-01-09
T0935,我通过在线客服反馈以下问题或建议：处理人员只发了一条短信就结束工单。,投诉建议,store,medium,2026-02-27
T0936,关于这个号码，我有以下需求：需要了解家庭套餐最多能绑定几个号码。需要准备什么材料？,套餐业务,phone,medium,2026-02-03
T0937,麻烦尽快查一下，宽带刚安装好却无法连接网络。,网络故障,phone,medium,2026-02-18
T0938,之前处理后短暂恢复，但现在又出现同样的问题：路由器重启后状态正常，网络仍未恢复。,网络故障,app,medium,2026-02-20
T0939,最近一周地铁换乘区域的信号特别差，麻烦尽快处理。,信号问题,store,high,2026-04-02
T0940,只有公司系统无法通过当前网络访问，一天内已经出现好几次。,网络故障,web,low,2026-01-27
T0941,在使用相关服务时，我注意到以下问题：师傅处理问题很敷衍，故障很快又出现。,投诉建议,store,medium,2026-06-25
T0942,最近使用需求发生了变化，因此平时用得少，想办理便宜一点的套餐。,套餐业务,phone,medium,2026-02-20
T0943,最近一周学校附近一大片区域信号都很弱，希望今天能处理好。,信号问题,web,high,2026-07-08
T0944,我想确认一下，想把孩子的号码加入家庭共享，请给出明确的办理建议或处理结果。,套餐业务,app,low,2026-02-22
T0945,处理人员只发了一条短信就结束工单，我已经沟通过几次但仍未解决。,投诉建议,phone,medium,2026-07-22
T0946,今天早上又出现这种情况：客服推荐业务时隐瞒了额外费用。我需要正式反馈。,投诉建议,web,high,2026-06-21
T0947,需要一个通话时间更多的套餐，办理后原有权益会怎么变化？,套餐业务,store,low,2026-05-19
T0948,这个月的话费比平时高了很多，麻烦说明原因和处理方式。,费用问题,app,medium,2026-01-12
T0949,我想确认一下，家里的宽带完全连不上网了，希望彻底解决，不要反复发生。,网络故障,phone,high,2026-03-22
T0950,宽带账户已经有余额却依旧断网，我重新连接网络并重启设备后仍然无效。,网络故障,phone,medium,2026-01-17
T0951,电视盒子突然无法使用网络，手机却正常，同一网络之前一直可以正常使用。,网络故障,app,medium,2026-07-01
T0952,请确认以下费用或账务问题的原因：想核对过去三个月的话费明细。,费用问题,store,medium,2026-04-12
T0953,账单里每一项费用的含义不清楚，麻烦说明原因和处理方式。,费用问题,store,medium,2026-06-24
T0954,号码被开通了不清楚的付费业务，过去几个月的账户记录一直比较正常。,费用问题,phone,high,2026-06-16
T0955,麻烦帮我看看，系统显示网络已连接但实际没有网，大概多久能修复？,网络故障,app,high,2026-03-12
T0956,在宿舍里手机几乎没有信号，重启手机并开关飞行模式后仍然没有改善。,信号问题,phone,high,2026-03-29
T0957,麻烦帮我看看，办公室内只能收到一格信号，是否需要重新设置网络？,信号问题,app,medium,2026-04-04
T0958,想知道号码是否还在最低消费期，这项操作通常什么时候生效？,套餐业务,phone,medium,2026-03-14
T0959,希望在大学城增加自助服务设备，希望尽快安排专人处理。,投诉建议,app,medium,2026-01-27
T0960,已经办理停机保号却继续产生套餐费，如果记录有误，请及时更正或退款。,费用问题,web,high,2026-01-29
T0961,办公室所在园区的信号覆盖很差，日常联系很不方便。,信号问题,app,high,2026-01-24
T0962,想咨询一下，新手机已经设置完成但移动网络不可用。,信号问题,app,high,2026-01-01
T0963,一到夜里宽带就频繁掉线，我重新连接网络并重启设备后仍然无效。,网络故障,app,high,2026-06-03
T0964,刚交的话费到现在还没到账，如果记录有误，请及时更正或退款。,费用问题,app,medium,2026-04-16
T0965,我目前使用的是原来的月套餐，现在有以下需求：当前套餐内容和使用习惯不匹配。,套餐业务,phone,medium,2026-03-03
T0966,5G 信号频繁在有和没有之间切换，同一位置其他人的情况没有这么严重。,信号问题,app,medium,2026-03-13
T0967,之前短暂恢复过，但现在又出现同样的问题：乘坐地铁时经常长时间无服务。,信号问题,web,high,2026-07-14
T0968,在玩游戏时，办理迁移后新地址一直不能上网。,网络故障,web,medium,2026-06-15
T0969,从周末开始开始就出现以下情况：车站客流大时手机经常断网。,信号问题,store,medium,2026-03-23
T0970,今天早上又出现这种情况：上门维修人员态度很不耐烦。我需要正式反馈。,投诉建议,app,medium,2026-05-17
T0971,请帮忙处理一下，这个月流量不够，想买临时流量包，请给出明确的办理建议或处理结果。,套餐业务,store,medium,2026-05-25
T0972,客服说会安排师傅，但一直没人处理，相关工单已经提交不止一次。,投诉建议,web,medium,2026-04-19
T0973,在玩游戏时，网络能用但云盘始终上传失败。,网络故障,web,low,2026-04-01
T0974,在家里需要走到窗边才能接电话，同一位置其他人的情况没有这么严重。,信号问题,app,high,2026-01-31
T0975,想保留号码但降低每个月的支出，请问应该在哪里办理或查询？,套餐业务,phone,low,2026-05-10
T0976,麻烦帮我看看，工作人员没有经过同意就取消了预约，请告知后续处理时限。,投诉建议,web,high,2026-07-02
T0977,我核对近期消费记录时发现我没有订购会员却被收了费用。,费用问题,store,medium,2026-01-24
T0978,请帮我确认以下网络问题的原因：同一条宽带到了晚上速度就下降很多。,网络故障,web,high,2026-05-13
T0979,需要给父母办理一个简单的套餐，是否需要支付额外费用？,套餐业务,app,medium,2026-07-16
T0980,刚刚再次遇到办理套餐时被默认勾选了增值服务，之前也发生过类似情况。,投诉建议,phone,high,2026-05-08
T0981,需要了解家庭套餐最多能绑定几个号码，想了解具体资费和生效时间。,套餐业务,web,low,2026-05-16
T0982,请帮忙处理一下，乘坐地铁时经常长时间无服务。,信号问题,store,high,2026-04-09
T0983,需要取消自动续订的套餐，请告知办理步骤和注意事项。,套餐业务,app,low,2026-06-16
T0984,我想确认一下，发现有一项彩铃服务一直在扣钱。,费用问题,phone,medium,2026-02-26
T0985,使用平板连接网络时出现以下情况：路由器重启后状态正常，网络仍未恢复。,网络故障,app,high,2026-03-07
T0986,最近多次出现以下问题：建议增加套餐费用的对比功能。,投诉建议,app,low,2026-02-13
T0987,账单中有两条金额相同的收费记录，如果记录有误，请及时更正或退款。,费用问题,phone,high,2026-02-03
T0988,想咨询一下，工作人员没有经过同意就取消了预约。,投诉建议,web,high,2026-07-13
T0989,5G 网络速度比 4G 还慢，我不确定是手机卡、设备还是基站的问题。,信号问题,phone,medium,2026-06-28
T0990,从最近一周开始就出现以下情况：刚补卡完成就收不到短信和电话。,信号问题,app,medium,2026-05-31
T0991,我想确认一下，备用卡正常使用，常用卡却收不到网络，希望优化这一带的信号覆盖。,信号问题,store,medium,2026-04-01
T0992,办理套餐时被默认勾选了增值服务，请记录处理过程并反馈最终结果。,投诉建议,phone,high,2026-03-07
T0993,网络从正常使用变成了完全不可用，请提供具体原因和排查办法。,网络故障,app,high,2026-02-06
T0994,最近一周在办公室发现打电话时声音总是断断续续。,信号问题,phone,high,2026-04-12
T0995,修改套餐后仍按以前的标准计费，我不确定当前号码是否符合办理资格。,套餐业务,app,medium,2026-07-20
T0996,从昨天开始我再次反馈以下问题或建议：扣费前没有发送清晰的提醒短信。,投诉建议,phone,low,2026-01-20
T0997,在家里需要走到窗边才能接电话，一天内已经影响了多次通话或上网。,信号问题,web,high,2026-04-01
T0998,需要一个适合经常看视频的套餐，办理后原有权益会怎么变化？,套餐业务,app,low,2026-03-05
T0999,请帮忙处理一下，维修预约变更时间没有告知我。,投诉建议,store,medium,2026-05-25
T1000,最近使用需求发生了变化，因此想把通话分钟换成更多流量。,套餐业务,phone,medium,2026-03-08
